id,prefixo,kx_n_urns,grupo_id,escopo
2981,br:tribunal.superior.eleitoral;plenario:acordao;eeerespe,1,,jus
2982,br:tribunal.superior.eleitoral;plenario:acordao;eeerhc,1,,jus
2983,br:tribunal.superior.eleitoral;plenario:acordao;eeero,1,,jus
2984,br:tribunal.superior.eleitoral;plenario:acordao;eerced,2,,jus
2985,br:tribunal.superior.eleitoral;plenario:acordao;eerespe,10,,jus
2986,br:tribunal.superior.eleitoral;plenario:acordao;eerms,1,,jus
2987,br:tribunal.superior.eleitoral;plenario:acordao;eero,4,,jus
2988,br:tribunal.superior.eleitoral;plenario:acordao;eexsup,2,,jus
2989,br:tribunal.superior.eleitoral;plenario:acordao;ehc,12,,jus
2990,br:tribunal.superior.eleitoral;plenario:acordao;eiar,1,,jus
2991,br:tribunal.superior.eleitoral;plenario:acordao;eirced,1,,jus
2992,br:tribunal.superior.eleitoral;plenario:acordao;emc,13,,jus
2993,br:tribunal.superior.eleitoral;plenario:acordao;ems,26,,jus
2994,br:tribunal.superior.eleitoral;plenario:acordao;emscol,1,,jus
2995,br:tribunal.superior.eleitoral;plenario:acordao;epet,8,,jus
2996,br:tribunal.superior.eleitoral;plenario:acordao;erced,16,,jus
2997,br:tribunal.superior.eleitoral;plenario:acordao;ercl,7,,jus
2998,br:tribunal.superior.eleitoral;plenario:acordao;erespe,473,,jus
2999,br:tribunal.superior.eleitoral;plenario:acordao;erhc,2,,jus
3000,br:tribunal.superior.eleitoral;plenario:acordao;erms,11,,jus
3001,br:tribunal.superior.eleitoral;plenario:acordao;ero,79,,jus
3002,br:tribunal.superior.eleitoral;plenario:acordao;erp,31,,jus
3003,br:tribunal.superior.eleitoral;plenario:acordao;exsup,8,,jus
3004,br:tribunal.superior.eleitoral;plenario:acordao;hc,412,,jus
3005,br:tribunal.superior.eleitoral;plenario:acordao;hd,1,,jus
3006,br:tribunal.superior.eleitoral;plenario:acordao;mc,71,,jus
3007,br:tribunal.superior.eleitoral;plenario:acordao;mi,3,,jus
3008,br:tribunal.superior.eleitoral;plenario:acordao;ms,773,,jus
3009,br:tribunal.superior.eleitoral;plenario:acordao;mscol,8,,jus
3010,br:tribunal.superior.eleitoral;plenario:acordao;nc,1,,jus
3011,br:tribunal.superior.eleitoral;plenario:acordao;pet,51,,jus
3012,br:tribunal.superior.eleitoral;plenario:acordao;qoag,1,,jus
3013,br:tribunal.superior.eleitoral;plenario:acordao;qoerp,1,,jus
3014,br:tribunal.superior.eleitoral;plenario:acordao;qo.pa,1,,jus
3015,br:tribunal.superior.eleitoral;plenario:acordao;qorced,1,,jus
3016,br:tribunal.superior.eleitoral;plenario:acordao;qorespe,1,,jus
3017,br:tribunal.superior.eleitoral;plenario:acordao;qo.respe,1,,jus
3018,br:tribunal.superior.eleitoral;plenario:acordao;qoro,2,,jus
3019,br:tribunal.superior.eleitoral;plenario:acordao;qo.ro,12,,jus
3020,br:tribunal.superior.eleitoral;plenario:acordao;rced,364,,jus
3021,br:tribunal.superior.eleitoral;plenario:acordao;rcf,1,,jus
3022,br:tribunal.superior.eleitoral;plenario:acordao;rcl,54,,jus
3023,br:tribunal.superior.eleitoral;plenario:acordao;rcpr,1,,jus
3024,br:tribunal.superior.eleitoral;plenario:acordao;respe,6968,,jus
3025,br:tribunal.superior.eleitoral;plenario:acordao;rgp,3,,jus
3026,br:tribunal.superior.eleitoral;plenario:acordao;rhc,204,,jus
3027,br:tribunal.superior.eleitoral;plenario:acordao;rmi,1,,jus
3028,br:tribunal.superior.eleitoral;plenario:acordao;rms,381,,jus
3029,br:tribunal.superior.eleitoral;plenario:acordao;rmscol,2,,jus
3030,br:tribunal.superior.eleitoral;plenario:acordao;ro,769,,jus
3031,br:tribunal.superior.eleitoral;plenario:acordao;rp,370,,jus
3032,br:tribunal.superior.eleitoral;plenario:acordao;rrcpr,1,,jus
3033,br:tribunal.superior.eleitoral;plenario:acordao;rrp,30,,jus
3034,br:tribunal.superior.eleitoral;plenario:acordao;r.rp,50,,jus
3035,br:tribunal.superior.eleitoral;plenario:acordao;ss,1,,jus
3039,br:tribunal.superior.trabalho;orgao.especial:acordao;a,9,,jus
3040,br:tribunal.superior.trabalho;orgao.especial:acordao;ac,11,,jus
3041,br:tribunal.superior.trabalho;orgao.especial:acordao;ag,11829,,jus
3042,br:tribunal.superior.trabalho;orgao.especial:acordao;agpet,6,,jus
3043,br:tribunal.superior.trabalho;orgao.especial:acordao;agr,266,,jus
3044,br:tribunal.superior.trabalho;orgao.especial:acordao;aire,1,,jus
3045,br:tribunal.superior.trabalho;orgao.especial:acordao;airma,1,,jus
3046,br:tribunal.superior.trabalho;orgao.especial:acordao;airo,67,,jus
3047,br:tribunal.superior.trabalho;orgao.especial:acordao;ar,1,,jus
3048,br:tribunal.superior.trabalho;orgao.especial:acordao;cauinom,3,,jus
3049,br:tribunal.superior.trabalho;orgao.especial:acordao;cc,2,,jus
3050,br:tribunal.superior.trabalho;orgao.especial:acordao;e,3,,jus
3051,br:tribunal.superior.trabalho;orgao.especial:acordao;ed,844,,jus
3052,br:tribunal.superior.trabalho;orgao.especial:acordao;iuj,8,,jus
3053,br:tribunal.superior.trabalho;orgao.especial:acordao;ma,22,,jus
3054,br:tribunal.superior.trabalho;orgao.especial:acordao;ms,55,,jus
3055,br:tribunal.superior.trabalho;orgao.especial:acordao;r,10,,jus
3056,br:tribunal.superior.trabalho;orgao.especial:acordao;ra,1,,jus
3057,br:tribunal.superior.trabalho;orgao.especial:acordao;reenec.ro,72,,jus
3058,br:tribunal.superior.trabalho;orgao.especial:acordao;rma,87,,jus
3059,br:tribunal.superior.trabalho;orgao.especial:acordao;ro,322,,jus
3060,br:tribunal.superior.trabalho;orgao.especial:acordao;road,1,,jus
3061,br:tribunal.superior.trabalho;orgao.especial:acordao;roag,299,,jus
3062,br:tribunal.superior.trabalho;orgao.especial:acordao;roijc,31,,jus
3063,br:tribunal.superior.trabalho;orgao.especial:acordao;roma,3,,jus
3064,br:tribunal.superior.trabalho;orgao.especial:acordao;roms,68,,jus
3065,br:tribunal.superior.trabalho;orgao.especial:acordao;rxof,3,,jus
3066,br:tribunal.superior.trabalho;orgao.especial:acordao;rxofms,3,,jus
3067,br:tribunal.superior.trabalho;orgao.especial:acordao;rxofroag,3,,jus
3068,br:tribunal.superior.trabalho;orgao.especial:acordao;rxof.roag,14,,jus
3069,br:tribunal.superior.trabalho;orgao.especial:acordao;rxofroms,22,,jus
3070,br:tribunal.superior.trabalho;orgao.especial:acordao;rxof.roms,39,,jus
3071,br:tribunal.superior.trabalho;secao.administrativa:acordao;a,5,,jus
3072,br:tribunal.superior.trabalho;secao.administrativa:acordao;ac,14,,jus
3073,br:tribunal.superior.trabalho;secao.administrativa:acordao;ag,23,,jus
3074,br:tribunal.superior.trabalho;secao.administrativa:acordao;ai,1,,jus
3075,br:tribunal.superior.trabalho;secao.administrativa:acordao;airma,9,,jus
3076,br:tribunal.superior.trabalho;secao.administrativa:acordao;airma.rma,1,,jus
3077,br:tribunal.superior.trabalho;secao.administrativa:acordao;airo,64,,jus
3078,br:tribunal.superior.trabalho;secao.administrativa:acordao;ed,95,,jus
3079,br:tribunal.superior.trabalho;secao.administrativa:acordao;edag,1,,jus
3080,br:tribunal.superior.trabalho;secao.administrativa:acordao;ma,20,,jus
3081,br:tribunal.superior.trabalho;secao.administrativa:acordao;ms,2,,jus
3082,br:tribunal.superior.trabalho;secao.administrativa:acordao;pp,1,,jus
3083,br:tribunal.superior.trabalho;secao.administrativa:acordao;r,1,,jus
3084,br:tribunal.superior.trabalho;secao.administrativa:acordao;rma,593,,jus
3085,br:tribunal.superior.trabalho;secao.administrativa:acordao;roaa,1,,jus
3086,br:tribunal.superior.trabalho;secao.administrativa:acordao;roag,15,,jus
3087,br:tribunal.superior.trabalho;secao.administrativa:acordao;roijc,50,,jus
3088,br:tribunal.superior.trabalho;secao.administrativa:acordao;roms,16,,jus
3089,br:tribunal.superior.trabalho;secao.administrativa:acordao;rxofma,1,,jus
3090,br:tribunal.superior.trabalho;secao.administrativa:acordao;rxofms,6,,jus
3091,br:tribunal.superior.trabalho;secao.administrativa:acordao;rxofrma,2,,jus
3092,br:tribunal.superior.trabalho;secao.administrativa:acordao;rxof.rma,4,,jus
3093,br:tribunal.superior.trabalho;secao.administrativa:acordao;rxofroag,68,,jus
3094,br:tribunal.superior.trabalho;secao.administrativa:acordao;rxof.roag,5,,jus
3095,br:tribunal.superior.trabalho;secao.administrativa:acordao;rxofroar,1,,jus
3096,br:tribunal.superior.trabalho;secao.administrativa:acordao;rxofroms,17,,jus
3097,br:tribunal.superior.trabalho;secao.dissidios.coletivos:acordao;a,21,,jus
3098,br:tribunal.superior.trabalho;secao.dissidios.coletivos:acordao;aa,8,,jus
3099,br:tribunal.superior.trabalho;secao.dissidios.coletivos:acordao;aat,1,,jus
3100,br:tribunal.superior.trabalho;secao.dissidios.coletivos:acordao;ac,8,,jus
3101,br:tribunal.superior.trabalho;secao.dissidios.coletivos:acordao;acp,1,,jus
3102,br:tribunal.superior.trabalho;secao.dissidios.coletivos:acordao;ad,1,,jus
3103,br:tribunal.superior.trabalho;secao.dissidios.coletivos:acordao;ag,247,,jus
3104,br:tribunal.superior.trabalho;secao.dissidios.coletivos:acordao;ag.ed,1,,jus
3105,br:tribunal.superior.trabalho;secao.dissidios.coletivos:acordao;agr,43,,jus
3106,br:tribunal.superior.trabalho;secao.dissidios.coletivos:acordao;ai,1,,jus
3107,br:tribunal.superior.trabalho;secao.dissidios.coletivos:acordao;airo,126,,jus
3108,br:tribunal.superior.trabalho;secao.dissidios.coletivos:acordao;airo.roaa,3,,jus
3109,br:tribunal.superior.trabalho;secao.dissidios.coletivos:acordao;airo.rodc,3,,jus
3110,br:tribunal.superior.trabalho;secao.dissidios.coletivos:acordao;ar,5,,jus
3111,br:tribunal.superior.trabalho;secao.dissidios.coletivos:acordao;cauinom,7,,jus
3112,br:tribunal.superior.trabalho;secao.dissidios.coletivos:acordao;dc,96,,jus
3113,br:tribunal.superior.trabalho;secao.dissidios.coletivos:acordao;dcg,2,,jus
3114,br:tribunal.superior.trabalho;secao.dissidios.coletivos:acordao;ed,1277,,jus
3115,br:tribunal.superior.trabalho;secao.dissidios.coletivos:acordao;ei,7,,jus
3116,br:tribunal.superior.trabalho;secao.dissidios.coletivos:acordao;es,3,,jus
3117,br:tribunal.superior.trabalho;secao.dissidios.coletivos:acordao;ms,1,,jus
3118,br:tribunal.superior.trabalho;secao.dissidios.coletivos:acordao;r,5,,jus
3119,br:tribunal.superior.trabalho;secao.dissidios.coletivos:acordao;reenec.ro,16,,jus
3120,br:tribunal.superior.trabalho;secao.dissidios.coletivos:acordao;ro,1033,,jus
3121,br:tribunal.superior.trabalho;secao.dissidios.coletivos:acordao;roaa,1007,,jus
3122,br:tribunal.superior.trabalho;secao.dissidios.coletivos:acordao;roaa.roac,7,,jus
3123,br:tribunal.superior.trabalho;secao.dissidios.coletivos:acordao;roac,25,,jus
3124,br:tribunal.superior.trabalho;secao.dissidios.coletivos:acordao;roacp,5,,jus
3125,br:tribunal.superior.trabalho;secao.dissidios.coletivos:acordao;road,36,,jus
3126,br:tribunal.superior.trabalho;secao.dissidios.coletivos:acordao;roag,48,,jus
3127,br:tribunal.superior.trabalho;secao.dissidios.coletivos:acordao;roao,1,,jus
3128,br:tribunal.superior.trabalho;secao.dissidios.coletivos:acordao;roar,14,,jus
3129,br:tribunal.superior.trabalho;secao.dissidios.coletivos:acordao;roar.roac,1,,jus
3130,br:tribunal.superior.trabalho;secao.dissidios.coletivos:acordao;rodc,2673,,jus
3131,br:tribunal.superior.trabalho;secao.dissidios.coletivos:acordao;roms,9,,jus
3132,br:tribunal.superior.trabalho;secao.dissidios.coletivos:acordao;roop,2,,jus
3133,br:tribunal.superior.trabalho;secao.dissidios.coletivos:acordao;rxof,1,,jus
3134,br:tribunal.superior.trabalho;secao.dissidios.coletivos:acordao;rxofaa,3,,jus
3135,br:tribunal.superior.trabalho;secao.dissidios.coletivos:acordao;rxofdc,1,,jus
3136,br:tribunal.superior.trabalho;secao.dissidios.coletivos:acordao;rxofroaa,2,,jus
3137,br:tribunal.superior.trabalho;secao.dissidios.coletivos:acordao;rxof.roaa,1,,jus
3138,br:tribunal.superior.trabalho;secao.dissidios.coletivos:acordao;rxof.road,1,,jus
3139,br:tribunal.superior.trabalho;secao.dissidios.coletivos:acordao;rxofrodc,17,,jus
3140,br:tribunal.superior.trabalho;secao.dissidios.coletivos:acordao;rxof.rodc,45,,jus
3141,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.1:acordao;a,2209,,jus
3142,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.1:acordao;ac,5,,jus
3143,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.1:acordao;ag,7950,,jus
3144,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.1:acordao;agpet,3,,jus
3145,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.1:acordao;agr,1873,,jus
3146,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.1:acordao;ai,1,,jus
3147,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.1:acordao;airr,33,,jus
3148,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.1:acordao;e,80313,,jus
3149,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.1:acordao;ed,14433,,jus
3150,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.1:acordao;ra,5,,jus
3151,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.1:acordao;resaut,7,,jus
3152,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.1:acordao;rr,3,,jus
3153,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;a,1203,,jus
3154,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;ac,707,,jus
3155,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;acp,4,,jus
3156,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;ad,2,,jus
3157,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;adiv,1,,jus
3158,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;ag,1120,,jus
3159,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;agr,199,,jus
3160,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;ai,38,,jus
3161,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;aiac,1,,jus
3162,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;aiag,1,,jus
3163,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;airo,1254,,jus
3164,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;airo.roag,1,,jus
3165,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;airo.roar,4,,jus
3166,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;airo.roms,1,,jus
3167,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;airr,1,,jus
3168,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;ap,2,,jus
3169,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;ar,1230,,jus
3170,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;cauinom,28,,jus
3171,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;cc,316,,jus
3172,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;e,2,,jus
3173,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;ed,7189,,jus
3174,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;ei,1,,jus
3175,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;hc,60,,jus
3176,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;if,1,,jus
3177,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;ivc,6,,jus
3178,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;mc,7,,jus
3179,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;ms,10,,jus
3180,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;ra,12,,jus
3181,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;reenec.ro,1079,,jus
3182,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;resaut,1,,jus
3183,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;ro,5733,,jus
3184,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;roaa,16,,jus
3185,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;roac,316,,jus
3186,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;roacp,3,,jus
3187,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;road,2,,jus
3188,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;roag,1799,,jus
3189,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;roapr,1,,jus
3190,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;roar,13212,,jus
3191,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;roar.roac,61,,jus
3192,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;roar.roag,1,,jus
3193,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;rocc,1,,jus
3194,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;roexs,1,,jus
3195,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;rohc,203,,jus
3196,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;roif,1,,jus
3197,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;roivc,2,,jus
3198,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;romc,1,,jus
3199,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;roms,5256,,jus
3200,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;rora,1,,jus
3201,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;rorc,1,,jus
3202,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;rorm,4,,jus
3203,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;rrar,1,,jus
3204,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;rxof,140,,jus
3205,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;rxofaa,4,,jus
3206,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;rxofac,30,,jus
3207,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;rxofag,39,,jus
3208,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;rxof.airo,1,,jus
3209,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;rxofar,421,,jus
3210,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;rxofarev,1,,jus
3211,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;rxofhc,1,,jus
3212,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;rxofms,201,,jus
3213,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;rxofroaa,13,,jus
3214,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;rxofroac,133,,jus
3215,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;rxof.roac,11,,jus
3216,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;rxof.road,3,,jus
3217,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;rxofroag,283,,jus
3218,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;rxof.roag,78,,jus
3219,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;rxofroar,2535,,jus
3220,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;rxof.roar,778,,jus
3221,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;rxof.roar.roac,3,,jus
3222,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;rxof.roar.rxof.roac,1,,jus
3223,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;rxofroms,279,,jus
3224,br:tribunal.superior.trabalho;subsecao.especializada.dissidios.individuais.2:acordao;rxof.roms,272,,jus
3225,br:tribunal.superior.trabalho;tribunal.pleno:acordao;a,31,,jus
