id,prefixo,kx_n_urns,grupo_id,escopo
1916,br;rio.grande.sul;santa.maria:municipal:emenda.lei.organica,13,,leg
1917,br;rio.grande.sul;santa.maria:municipal:lei,561,,leg
1918,br;rio.grande.sul;santa.maria:municipal:lei.complementar,64,,leg
1919,br;rio.grande.sul;santa.maria:municipal:lei.organica,1,,leg
1920,br;rio.grande.sul;santana.boa.vista:municipal:decreto,170,,leg
1921,br;rio.grande.sul;santana.boa.vista:municipal:decreto.legislativo,1,,leg
1922,br;rio.grande.sul;santana.boa.vista:municipal:emenda.lei.organica,13,,leg
1923,br;rio.grande.sul;santana.boa.vista:municipal:lei,1056,,leg
1924,br;rio.grande.sul;santana.boa.vista:municipal:lei.complementar,1,,leg
1925,br;rio.grande.sul;santana.boa.vista:municipal:lei.organica,1,,leg
1926,br;rio.grande.sul;sant.ana.livramento:municipal:decreto,3674,,leg
1927,br;rio.grande.sul;sant.ana.livramento:municipal:emenda.lei.organica,19,,leg
1928,br;rio.grande.sul;sant.ana.livramento:municipal:lei,2618,,leg
1929,br;rio.grande.sul;sant.ana.livramento:municipal:lei.complementar,35,,leg
1930,br;rio.grande.sul;sant.ana.livramento:municipal:lei.organica,1,,leg
1931,br;rio.grande.sul;santa.rosa:municipal:decreto,78,,leg
1932,br;rio.grande.sul;santa.rosa:municipal:lei,812,,leg
1933,br;rio.grande.sul;santa.rosa:municipal:lei.complementar,41,,leg
1934,br;rio.grande.sul;santa.tereza:municipal:decreto,1,,leg
1935,br;rio.grande.sul;santa.tereza:municipal:decreto.legislativo,2,,leg
1936,br;rio.grande.sul;santa.tereza:municipal:emenda.lei.organica,3,,leg
1937,br;rio.grande.sul;santa.tereza:municipal:lei,263,,leg
1938,br;rio.grande.sul;santa.vitoria.palmar:municipal:decreto,10,,leg
1939,br;rio.grande.sul;santa.vitoria.palmar:municipal:decreto.legislativo,1,,leg
1940,br;rio.grande.sul;santa.vitoria.palmar:municipal:decreto.lei,2,,leg
1941,br;rio.grande.sul;santa.vitoria.palmar:municipal:emenda.lei.organica,2,,leg
1942,br;rio.grande.sul;santa.vitoria.palmar:municipal:lei,727,,leg
1943,br;rio.grande.sul;santiago:municipal:decreto,2,,leg
1944,br;rio.grande.sul;santiago:municipal:decreto.legislativo,8,,leg
1945,br;rio.grande.sul;santiago:municipal:emenda.lei.organica,3,,leg
1946,br;rio.grande.sul;santiago:municipal:lei,906,,leg
1947,br;rio.grande.sul;santiago:municipal:lei.organica,1,,leg
1948,br;rio.grande.sul;santo.angelo:municipal:decreto,19,,leg
1949,br;rio.grande.sul;santo.angelo:municipal:decreto.legislativo,3,,leg
1950,br;rio.grande.sul;santo.angelo:municipal:emenda.lei.organica,3,,leg
1951,br;rio.grande.sul;santo.angelo:municipal:lei,347,,leg
1952,br;rio.grande.sul;santo.angelo:municipal:lei.organica,1,,leg
1953,br;rio.grande.sul;santo.antonio.missoes:municipal:decreto,5,,leg
1954,br;rio.grande.sul;santo.antonio.missoes:municipal:decreto.legislativo,3,,leg
1955,br;rio.grande.sul;santo.antonio.missoes:municipal:emenda.lei.organica,1,,leg
1956,br;rio.grande.sul;santo.antonio.missoes:municipal:lei,480,,leg
1957,br;rio.grande.sul;santo.antonio.missoes:municipal:lei.complementar,2,,leg
1958,br;rio.grande.sul;santo.antonio.missoes:municipal:lei.organica,1,,leg
1959,br;rio.grande.sul;santo.antonio.palma:municipal:decreto,6,,leg
1960,br;rio.grande.sul;santo.antonio.palma:municipal:decreto.legislativo,1,,leg
1961,br;rio.grande.sul;santo.antonio.palma:municipal:emenda.lei.organica,1,,leg
1962,br;rio.grande.sul;santo.antonio.palma:municipal:lei,107,,leg
1963,br;rio.grande.sul;santo.antonio.patrulha:municipal:decreto,14,,leg
1964,br;rio.grande.sul;santo.antonio.patrulha:municipal:decreto.legislativo,7,,leg
1965,br;rio.grande.sul;santo.antonio.patrulha:municipal:emenda.lei.organica,1,,leg
1966,br;rio.grande.sul;santo.antonio.patrulha:municipal:lei,785,,leg
1967,br;rio.grande.sul;santo.antonio.patrulha:municipal:lei.complementar,36,,leg
1968,br;rio.grande.sul;santo.antonio.planalto:municipal:decreto,3,,leg
1969,br;rio.grande.sul;santo.antonio.planalto:municipal:decreto.legislativo,1,,leg
1970,br;rio.grande.sul;santo.antonio.planalto:municipal:emenda.lei.organica,1,,leg
1971,br;rio.grande.sul;santo.antonio.planalto:municipal:lei,160,,leg
1972,br;rio.grande.sul;santo.antonio.planalto:municipal:lei.complementar,7,,leg
1973,br;rio.grande.sul;santo.antonio.planalto:municipal:lei.organica,1,,leg
1974,br;rio.grande.sul;santo.augusto:municipal:decreto,137,,leg
1975,br;rio.grande.sul;santo.augusto:municipal:decreto.legislativo,2,,leg
1976,br;rio.grande.sul;santo.augusto:municipal:emenda.lei.organica,3,,leg
1977,br;rio.grande.sul;santo.augusto:municipal:lei,252,,leg
1978,br;rio.grande.sul;santo.augusto:municipal:lei.complementar,5,,leg
1979,br;rio.grande.sul;santo.augusto:municipal:lei.organica,1,,leg
1980,br;rio.grande.sul;santo.cristo:municipal:decreto,165,,leg
1981,br;rio.grande.sul;santo.cristo:municipal:lei,364,,leg
1982,br;rio.grande.sul;santo.cristo:municipal:lei.complementar,1,,leg
1983,br;rio.grande.sul;santo.expedito.sul:municipal:decreto,1,,leg
1984,br;rio.grande.sul;santo.expedito.sul:municipal:lei,66,,leg
1985,br;rio.grande.sul;sao.borja:municipal:decreto,14,,leg
1986,br;rio.grande.sul;sao.borja:municipal:decreto.legislativo,1,,leg
1987,br;rio.grande.sul;sao.borja:municipal:emenda.lei.organica,1,,leg
1988,br;rio.grande.sul;sao.borja:municipal:lei,382,,leg
1989,br;rio.grande.sul;sao.borja:municipal:lei.complementar,10,,leg
1990,br;rio.grande.sul;sao.borja:municipal:lei.organica,2,,leg
1991,br;rio.grande.sul;sao.domingos.sul:municipal:decreto,3,,leg
1992,br;rio.grande.sul;sao.domingos.sul:municipal:decreto.legislativo,1,,leg
1993,br;rio.grande.sul;sao.domingos.sul:municipal:emenda.lei.organica,1,,leg
1994,br;rio.grande.sul;sao.domingos.sul:municipal:lei,110,,leg
1995,br;rio.grande.sul;sao.francisco.assis:municipal:decreto,4,,leg
1996,br;rio.grande.sul;sao.francisco.assis:municipal:decreto.legislativo,1,,leg
1997,br;rio.grande.sul;sao.francisco.assis:municipal:lei,219,,leg
1998,br;rio.grande.sul;sao.francisco.assis:municipal:lei.organica,1,,leg
1999,br;rio.grande.sul;sao.francisco.paula:municipal:decreto,123,,leg
2000,br;rio.grande.sul;sao.francisco.paula:municipal:decreto.lei,2,,leg
2001,br;rio.grande.sul;sao.francisco.paula:municipal:lei,387,,leg
2002,br;rio.grande.sul;sao.francisco.paula:municipal:lei.organica,1,,leg
2003,br;rio.grande.sul;sao.gabriel:municipal:decreto,2,,leg
2004,br;rio.grande.sul;sao.gabriel:municipal:decreto.legislativo,1,,leg
2005,br;rio.grande.sul;sao.gabriel:municipal:lei,518,,leg
2006,br;rio.grande.sul;sao.gabriel:municipal:lei.complementar,7,,leg
2007,br;rio.grande.sul;sao.gabriel:municipal:lei.organica,1,,leg
2008,br;rio.grande.sul;sao.jeronimo:municipal:decreto,4,,leg
2009,br;rio.grande.sul;sao.jeronimo:municipal:decreto.legislativo,3,,leg
2010,br;rio.grande.sul;sao.jeronimo:municipal:lei,364,,leg
2011,br;rio.grande.sul;sao.jeronimo:municipal:lei.complementar,1,,leg
2012,br;rio.grande.sul;sao.jeronimo:municipal:lei.organica,1,,leg
2013,br;rio.grande.sul;sao.joao.polesine:municipal:decreto,7,,leg
2014,br;rio.grande.sul;sao.joao.polesine:municipal:decreto.legislativo,2,,leg
2015,br;rio.grande.sul;sao.joao.polesine:municipal:lei,166,,leg
2016,br;rio.grande.sul;sao.joao.polesine:municipal:lei.organica,1,,leg
2017,br;rio.grande.sul;sao.joao.urtiga:municipal:decreto,103,,leg
2018,br;rio.grande.sul;sao.joao.urtiga:municipal:decreto.legislativo,16,,leg
2019,br;rio.grande.sul;sao.joao.urtiga:municipal:emenda.lei.organica,2,,leg
2020,br;rio.grande.sul;sao.joao.urtiga:municipal:lei,245,,leg
2021,br;rio.grande.sul;sao.joao.urtiga:municipal:lei.complementar,3,,leg
2022,br;rio.grande.sul;sao.joao.urtiga:municipal:lei.organica,1,,leg
2023,br;rio.grande.sul;sao.jorge:municipal:decreto,1,,leg
2024,br;rio.grande.sul;sao.jorge:municipal:decreto.legislativo,2,,leg
2025,br;rio.grande.sul;sao.jorge:municipal:lei,227,,leg
2026,br;rio.grande.sul;sao.jorge:municipal:lei.organica,1,,leg
2027,br;rio.grande.sul;sao.jose.ausentes:municipal:decreto,120,,leg
2028,br;rio.grande.sul;sao.jose.ausentes:municipal:decreto.lei,1,,leg
2029,br;rio.grande.sul;sao.jose.ausentes:municipal:lei,506,,leg
2030,br;rio.grande.sul;sao.jose.herval:municipal:decreto,1,,leg
2031,br;rio.grande.sul;sao.jose.herval:municipal:decreto.legislativo,1,,leg
2032,br;rio.grande.sul;sao.jose.herval:municipal:lei,286,,leg
2033,br;rio.grande.sul;sao.jose.herval:municipal:lei.complementar,5,,leg
2034,br;rio.grande.sul;sao.jose.hortencio:municipal:decreto,2,,leg
2035,br;rio.grande.sul;sao.jose.hortencio:municipal:lei,193,,leg
2036,br;rio.grande.sul;sao.jose.inhacora:municipal:decreto,5,,leg
2037,br;rio.grande.sul;sao.jose.inhacora:municipal:decreto.legislativo,1,,leg
2038,br;rio.grande.sul;sao.jose.inhacora:municipal:emenda.lei.organica,5,,leg
2039,br;rio.grande.sul;sao.jose.inhacora:municipal:lei,285,,leg
2040,br;rio.grande.sul;sao.jose.missoes:municipal:decreto,4,,leg
2041,br;rio.grande.sul;sao.jose.missoes:municipal:lei,776,,leg
2042,br;rio.grande.sul;sao.jose.missoes:municipal:lei.organica,1,,leg
2043,br;rio.grande.sul;sao.jose.norte:municipal:decreto,102,,leg
2044,br;rio.grande.sul;sao.jose.norte:municipal:decreto.legislativo,2,,leg
2045,br;rio.grande.sul;sao.jose.norte:municipal:emenda.lei.organica,1,,leg
2046,br;rio.grande.sul;sao.jose.norte:municipal:lei,100,,leg
2047,br;rio.grande.sul;sao.jose.norte:municipal:lei.complementar,3,,leg
2048,br;rio.grande.sul;sao.jose.norte:municipal:lei.organica,1,,leg
2049,br;rio.grande.sul;sao.jose.ouro:municipal:decreto,59,,leg
2050,br;rio.grande.sul;sao.jose.ouro:municipal:decreto.legislativo,1,,leg
2051,br;rio.grande.sul;sao.jose.ouro:municipal:decreto.lei,1,,leg
2052,br;rio.grande.sul;sao.jose.ouro:municipal:lei,263,,leg
2053,br;rio.grande.sul;sao.jose.sul:municipal:lei,124,,leg
2054,br;rio.grande.sul;sao.jose.sul:municipal:lei.complementar,5,,leg
2055,br;rio.grande.sul;sao.leopoldo:municipal:decreto,736,,leg
2056,br;rio.grande.sul;sao.leopoldo:municipal:decreto.legislativo,1,,leg
2057,br;rio.grande.sul;sao.leopoldo:municipal:emenda.lei.organica,9,,leg
2058,br;rio.grande.sul;sao.leopoldo:municipal:lei,1094,,leg
2059,br;rio.grande.sul;sao.lourenco.sul:municipal:decreto,1,,leg
2060,br;rio.grande.sul;sao.lourenco.sul:municipal:decreto.legislativo,8,,leg
2061,br;rio.grande.sul;sao.lourenco.sul:municipal:emenda.lei.organica,18,,leg
2062,br;rio.grande.sul;sao.lourenco.sul:municipal:lei,358,,leg
2063,br;rio.grande.sul;sao.lourenco.sul:municipal:lei.complementar,2,,leg
2064,br;rio.grande.sul;sao.lourenco.sul:municipal:lei.organica,1,,leg
2065,br;rio.grande.sul;sao.luiz.gonzaga:municipal:decreto,2,,leg
2066,br;rio.grande.sul;sao.luiz.gonzaga:municipal:lei,334,,leg
2067,br;rio.grande.sul;sao.luiz.gonzaga:municipal:lei.complementar,3,,leg
2068,br;rio.grande.sul;sao.luiz.gonzaga:municipal:lei.organica,1,,leg
2069,br;rio.grande.sul;sao.marcos:municipal:decreto,1,,leg
2070,br;rio.grande.sul;sao.marcos:municipal:decreto.legislativo,8,,leg
2071,br;rio.grande.sul;sao.marcos:municipal:emenda.lei.organica,6,,leg
2072,br;rio.grande.sul;sao.marcos:municipal:lei,506,,leg
2073,br;rio.grande.sul;sao.marcos:municipal:lei.complementar,20,,leg
2074,br;rio.grande.sul;sao.marcos:municipal:lei.organica,1,,leg
2075,br;rio.grande.sul;sao.martinho:municipal:decreto,88,,leg
2076,br;rio.grande.sul;sao.martinho:municipal:decreto.legislativo,1,,leg
2077,br;rio.grande.sul;sao.martinho:municipal:lei,229,,leg
2078,br;rio.grande.sul;sao.martinho.serra:municipal:decreto,6,,leg
2079,br;rio.grande.sul;sao.martinho.serra:municipal:lei,326,,leg
2080,br;rio.grande.sul;sao.martinho.serra:municipal:lei.complementar,4,,leg
2081,br;rio.grande.sul;sao.martinho.serra:municipal:lei.organica,1,,leg
2082,br;rio.grande.sul;sao.miguel.missoes:municipal:decreto,20,,leg
2083,br;rio.grande.sul;sao.miguel.missoes:municipal:decreto.legislativo,1,,leg
2084,br;rio.grande.sul;sao.miguel.missoes:municipal:decreto.lei,1,,leg
2085,br;rio.grande.sul;sao.miguel.missoes:municipal:emenda.lei.organica,1,,leg
2086,br;rio.grande.sul;sao.miguel.missoes:municipal:lei,241,,leg
2087,br;rio.grande.sul;sao.miguel.missoes:municipal:lei.complementar,1,,leg
2088,br;rio.grande.sul;sao.miguel.missoes:municipal:lei.organica,1,,leg
2089,br;rio.grande.sul;sao.nicolau:municipal:decreto,1,,leg
2090,br;rio.grande.sul;sao.nicolau:municipal:lei,242,,leg
2091,br;rio.grande.sul;sao.paulo.missoes:municipal:decreto,78,,leg
2092,br;rio.grande.sul;sao.paulo.missoes:municipal:emenda.lei.organica,17,,leg
2093,br;rio.grande.sul;sao.paulo.missoes:municipal:lei,197,,leg
2094,br;rio.grande.sul;sao.paulo.missoes:municipal:lei.complementar,9,,leg
2095,br;rio.grande.sul;sao.pedro.butia:municipal:decreto,1,,leg
2096,br;rio.grande.sul;sao.pedro.butia:municipal:decreto.legislativo,1,,leg
2097,br;rio.grande.sul;sao.pedro.butia:municipal:lei,138,,leg
2098,br;rio.grande.sul;sao.pedro.butia:municipal:lei.complementar,1,,leg
2099,br;rio.grande.sul;sao.pedro.butia:municipal:lei.organica,1,,leg
2100,br;rio.grande.sul;sao.pedro.missoes:municipal:emenda.lei.organica,3,,leg
2101,br;rio.grande.sul;sao.pedro.missoes:municipal:lei,50,,leg
2102,br;rio.grande.sul;sao.pedro.serra:municipal:decreto,181,,leg
2103,br;rio.grande.sul;sao.pedro.serra:municipal:decreto.legislativo,1,,leg
2104,br;rio.grande.sul;sao.pedro.serra:municipal:lei,1212,,leg
2105,br;rio.grande.sul;sao.pedro.sul:municipal:decreto,36,,leg
2106,br;rio.grande.sul;sao.pedro.sul:municipal:decreto.legislativo,7,,leg
2107,br;rio.grande.sul;sao.pedro.sul:municipal:lei,501,,leg
2108,br;rio.grande.sul;sao.pedro.sul:municipal:lei.organica,1,,leg
2109,br;rio.grande.sul;sao.sebastiao.cai:municipal:decreto,5,,leg
2110,br;rio.grande.sul;sao.sebastiao.cai:municipal:decreto.legislativo,4,,leg
2111,br;rio.grande.sul;sao.sebastiao.cai:municipal:emenda.lei.organica,5,,leg
2112,br;rio.grande.sul;sao.sebastiao.cai:municipal:lei,858,,leg
2113,br;rio.grande.sul;sao.sebastiao.cai:municipal:lei.organica,1,,leg
2114,br;rio.grande.sul;sao.sepe:municipal:decreto,2,,leg
2115,br;rio.grande.sul;sao.sepe:municipal:decreto.legislativo,2,,leg
2116,br;rio.grande.sul;sao.sepe:municipal:emenda.lei.organica,1,,leg
2117,br;rio.grande.sul;sao.sepe:municipal:lei,259,,leg
2118,br;rio.grande.sul;sao.sepe:municipal:lei.complementar,1,,leg
2119,br;rio.grande.sul;sao.sepe:municipal:lei.organica,1,,leg
2120,br;rio.grande.sul;sao.valentim:municipal:decreto,1,,leg
2121,br;rio.grande.sul;sao.valentim:municipal:decreto.legislativo,1,,leg
2122,br;rio.grande.sul;sao.valentim:municipal:emenda.lei.organica,8,,leg
2123,br;rio.grande.sul;sao.valentim:municipal:lei,387,,leg
2124,br;rio.grande.sul;sao.valentim:municipal:lei.complementar,1,,leg
2125,br;rio.grande.sul;sao.valentim:municipal:lei.organica,1,,leg
2126,br;rio.grande.sul;sao.valentim.sul:municipal:decreto,1,,leg
2127,br;rio.grande.sul;sao.valentim.sul:municipal:decreto.legislativo,3,,leg
2128,br;rio.grande.sul;sao.valentim.sul:municipal:emenda.lei.organica,1,,leg
2129,br;rio.grande.sul;sao.valentim.sul:municipal:lei,212,,leg
2130,br;rio.grande.sul;sao.valentim.sul:municipal:lei.complementar,61,,leg
2131,br;rio.grande.sul;sao.valerio.sul:municipal:decreto,4,,leg
2132,br;rio.grande.sul;sao.valerio.sul:municipal:decreto.legislativo,2,,leg
2133,br;rio.grande.sul;sao.valerio.sul:municipal:emenda.lei.organica,2,,leg
2134,br;rio.grande.sul;sao.valerio.sul:municipal:lei,177,,leg
2135,br;rio.grande.sul;sao.vendelino:municipal:decreto,1,,leg
2136,br;rio.grande.sul;sao.vendelino:municipal:decreto.legislativo,1,,leg
2137,br;rio.grande.sul;sao.vendelino:municipal:emenda.lei.organica,1,,leg
2138,br;rio.grande.sul;sao.vendelino:municipal:lei,174,,leg
2139,br;rio.grande.sul;sao.vicente.sul:municipal:decreto,3,,leg
2140,br;rio.grande.sul;sao.vicente.sul:municipal:decreto.legislativo,9,,leg
2141,br;rio.grande.sul;sao.vicente.sul:municipal:lei,145,,leg
2142,br;rio.grande.sul;sao.vicente.sul:municipal:lei.organica,1,,leg
2143,br;rio.grande.sul;sapiranga:municipal:decreto,4,,leg
2144,br;rio.grande.sul;sapiranga:municipal:decreto.legislativo,2,,leg
2145,br;rio.grande.sul;sapiranga:municipal:emenda.lei.organica,1,,leg
2146,br;rio.grande.sul;sapiranga:municipal:lei,311,,leg
2147,br;rio.grande.sul;sapiranga:municipal:lei.organica,1,,leg
2148,br;rio.grande.sul;sapucaia.sul:municipal:decreto,4,,leg
2149,br;rio.grande.sul;sapucaia.sul:municipal:emenda.lei.organica,7,,leg
2150,br;rio.grande.sul;sapucaia.sul:municipal:lei,364,,leg
2151,br;rio.grande.sul;sapucaia.sul:municipal:lei.organica,1,,leg
2152,br;rio.grande.sul;sarandi:municipal:decreto,7,,leg
2153,br;rio.grande.sul;sarandi:municipal:emenda.lei.organica,1,,leg
2154,br;rio.grande.sul;sarandi:municipal:lei,338,,leg
2155,br;rio.grande.sul;sarandi:municipal:lei.complementar,37,,leg
2156,br;rio.grande.sul;sarandi:municipal:lei.organica,1,,leg
2157,br;rio.grande.sul;seberi:municipal:decreto,4,,leg
2158,br;rio.grande.sul;seberi:municipal:lei,414,,leg
2159,br;rio.grande.sul;seberi:municipal:lei.complementar,4,,leg
2160,br;rio.grande.sul;seberi:municipal:lei.organica,1,,leg
2161,br;rio.grande.sul;sede.nova:municipal:decreto,8,,leg
2162,br;rio.grande.sul;sede.nova:municipal:decreto.legislativo,2,,leg
2163,br;rio.grande.sul;sede.nova:municipal:emenda.lei.organica,1,,leg
2164,br;rio.grande.sul;sede.nova:municipal:lei,316,,leg
2165,br;rio.grande.sul;sede.nova:municipal:lei.organica,1,,leg
2166,br;rio.grande.sul;segredo:municipal:decreto,460,,leg
2167,br;rio.grande.sul;segredo:municipal:emenda.lei.organica,1,,leg
2168,br;rio.grande.sul;segredo:municipal:lei,302,,leg
2169,br;rio.grande.sul;selbach:municipal:decreto,6,,leg
2170,br;rio.grande.sul;selbach:municipal:decreto.lei,1,,leg
2171,br;rio.grande.sul;selbach:municipal:emenda.lei.organica,2,,leg
2172,br;rio.grande.sul;selbach:municipal:lei,290,,leg
2173,br;rio.grande.sul;selbach:municipal:lei.organica,1,,leg
2174,br;rio.grande.sul;senador.salgado.filho:municipal:decreto,940,,leg
2175,br;rio.grande.sul;senador.salgado.filho:municipal:decreto.legislativo,9,,leg
2176,br;rio.grande.sul;senador.salgado.filho:municipal:emenda.lei.organica,2,,leg
2177,br;rio.grande.sul;senador.salgado.filho:municipal:lei,561,,leg
2178,br;rio.grande.sul;senador.salgado.filho:municipal:lei.complementar,4,,leg
2179,br;rio.grande.sul;sentinela.sul:municipal:decreto,20,,leg
2180,br;rio.grande.sul;sentinela.sul:municipal:decreto.legislativo,1,,leg
2181,br;rio.grande.sul;sentinela.sul:municipal:lei,181,,leg
2182,br;rio.grande.sul;sentinela.sul:municipal:lei.complementar,1,,leg
2183,br;rio.grande.sul;serafina.correa:municipal:decreto,30,,leg
2184,br;rio.grande.sul;serafina.correa:municipal:decreto.legislativo,5,,leg
2185,br;rio.grande.sul;serafina.correa:municipal:emenda.lei.organica,4,,leg
2186,br;rio.grande.sul;serafina.correa:municipal:lei,586,,leg
2187,br;rio.grande.sul;serafina.correa:municipal:lei.complementar,1,,leg
2188,br;rio.grande.sul;serafina.correa:municipal:lei.organica,1,,leg
2189,br;rio.grande.sul;serio:municipal:decreto,65,,leg
2190,br;rio.grande.sul;serio:municipal:decreto.legislativo,4,,leg
2191,br;rio.grande.sul;serio:municipal:lei,213,,leg
2192,br;rio.grande.sul;serio:municipal:lei.complementar,15,,leg
2193,br;rio.grande.sul;serio:municipal:lei.organica,1,,leg
2194,br;rio.grande.sul;sertao:municipal:decreto,5,,leg
2195,br;rio.grande.sul;sertao:municipal:decreto.legislativo,1,,leg
2196,br;rio.grande.sul;sertao:municipal:emenda.lei.organica,1,,leg
2197,br;rio.grande.sul;sertao:municipal:lei,305,,leg
2198,br;rio.grande.sul;sertao.santana:municipal:decreto,2,,leg
2199,br;rio.grande.sul;sertao.santana:municipal:decreto.legislativo,5,,leg
2200,br;rio.grande.sul;sertao.santana:municipal:emenda.lei.organica,6,,leg
2201,br;rio.grande.sul;sertao.santana:municipal:lei,287,,leg
2202,br;rio.grande.sul;sertao.santana:municipal:lei.complementar,5,,leg
2203,br;rio.grande.sul;sertao.santana:municipal:lei.organica,1,,leg
2204,br;rio.grande.sul;sete.setembro:municipal:decreto,2,,leg
2205,br;rio.grande.sul;sete.setembro:municipal:decreto.legislativo,1,,leg
2206,br;rio.grande.sul;sete.setembro:municipal:decreto.lei,1,,leg
2207,br;rio.grande.sul;sete.setembro:municipal:emenda.lei.organica,1,,leg
2208,br;rio.grande.sul;sete.setembro:municipal:lei,121,,leg
2209,br;rio.grande.sul;sete.setembro:municipal:lei.organica,1,,leg
2210,br;rio.grande.sul;severiano.almeida:municipal:lei,126,,leg
2211,br;rio.grande.sul;silveira.martins:municipal:decreto,2,,leg
2212,br;rio.grande.sul;silveira.martins:municipal:decreto.legislativo,3,,leg
2213,br;rio.grande.sul;silveira.martins:municipal:emenda.lei.organica,1,,leg
2214,br;rio.grande.sul;silveira.martins:municipal:lei,451,,leg
2215,br;rio.grande.sul;silveira.martins:municipal:lei.organica,1,,leg
2216,br;rio.grande.sul;sinimbu:municipal:decreto,2,,leg
2217,br;rio.grande.sul;sinimbu:municipal:decreto.legislativo,2,,leg
2218,br;rio.grande.sul;sinimbu:municipal:emenda.lei.organica,1,,leg
2219,br;rio.grande.sul;sinimbu:municipal:lei,550,,leg
2220,br;rio.grande.sul;sinimbu:municipal:lei.complementar,2,,leg
2221,br;rio.grande.sul;sinimbu:municipal:lei.organica,1,,leg
2222,br;rio.grande.sul;sobradinho:municipal:decreto,185,,leg
2223,br;rio.grande.sul;sobradinho:municipal:decreto.legislativo,1,,leg
2224,br;rio.grande.sul;sobradinho:municipal:lei,683,,leg
2225,br;rio.grande.sul;soledade:municipal:decreto,1,,leg
2226,br;rio.grande.sul;soledade:municipal:decreto.legislativo,1,,leg
2227,br;rio.grande.sul;soledade:municipal:emenda.lei.organica,1,,leg
2228,br;rio.grande.sul;soledade:municipal:lei,63,,leg
2229,br;rio.grande.sul;soledade:municipal:lei.organica,1,,leg
2230,br;rio.grande.sul;tabai:municipal:decreto,1,,leg
2231,br;rio.grande.sul;tabai:municipal:decreto.legislativo,3,,leg
2232,br;rio.grande.sul;tabai:municipal:lei,378,,leg
2233,br;rio.grande.sul;tapejara:municipal:decreto,3,,leg
2234,br;rio.grande.sul;tapejara:municipal:decreto.legislativo,5,,leg
2235,br;rio.grande.sul;tapejara:municipal:lei,468,,leg
2236,br;rio.grande.sul;tapejara:municipal:lei.complementar,1,,leg
2237,br;rio.grande.sul;tapera:municipal:decreto,94,,leg
2238,br;rio.grande.sul;tapera:municipal:decreto.legislativo,1,,leg
2239,br;rio.grande.sul;tapera:municipal:lei,274,,leg
2240,br;rio.grande.sul;tapera:municipal:lei.complementar,4,,leg
2241,br;rio.grande.sul;tapes:municipal:decreto,3,,leg
2242,br;rio.grande.sul;tapes:municipal:decreto.legislativo,2,,leg
2243,br;rio.grande.sul;tapes:municipal:emenda.lei.organica,3,,leg
2244,br;rio.grande.sul;tapes:municipal:lei,153,,leg
2245,br;rio.grande.sul;tapes:municipal:lei.organica,1,,leg
2246,br;rio.grande.sul;taquara:municipal:decreto,2,,leg
2247,br;rio.grande.sul;taquara:municipal:emenda.lei.organica,23,,leg
2248,br;rio.grande.sul;taquara:municipal:lei,162,,leg
2249,br;rio.grande.sul;taquara:municipal:lei.organica,2,,leg
2250,br;rio.grande.sul;taquari:municipal:decreto,88,,leg
2251,br;rio.grande.sul;taquari:municipal:decreto.legislativo,2,,leg
2252,br;rio.grande.sul;taquari:municipal:lei,470,,leg
2253,br;rio.grande.sul;taquari:municipal:lei.organica,1,,leg
2254,br;rio.grande.sul;taquarucu.sul:municipal:decreto.legislativo,2,,leg
2255,br;rio.grande.sul;taquarucu.sul:municipal:emenda.lei.organica,2,,leg
2256,br;rio.grande.sul;taquarucu.sul:municipal:lei,272,,leg
2257,br;rio.grande.sul;tavares:municipal:decreto,5,,leg
2258,br;rio.grande.sul;tavares:municipal:emenda.lei.organica,2,,leg
2259,br;rio.grande.sul;tavares:municipal:lei,206,,leg
2260,br;rio.grande.sul;tavares:municipal:lei.organica,1,,leg
2261,br;rio.grande.sul;tenente.portela:municipal:decreto,241,,leg
2262,br;rio.grande.sul;tenente.portela:municipal:decreto.legislativo,2,,leg
2263,br;rio.grande.sul;tenente.portela:municipal:lei,841,,leg
2264,br;rio.grande.sul;tenente.portela:municipal:lei.complementar,1,,leg
2265,br;rio.grande.sul;tenente.portela:municipal:lei.organica,1,,leg
2266,br;rio.grande.sul;terra.areia:municipal:decreto,188,,leg
2267,br;rio.grande.sul;terra.areia:municipal:decreto.legislativo,8,,leg
2268,br;rio.grande.sul;terra.areia:municipal:decreto.lei,5,,leg
2269,br;rio.grande.sul;terra.areia:municipal:emenda.lei.organica,3,,leg
2270,br;rio.grande.sul;terra.areia:municipal:lei,285,,leg
2271,br;rio.grande.sul;terra.areia:municipal:lei.organica,1,,leg
2272,br;rio.grande.sul;teutonia:municipal:decreto,259,,leg
2273,br;rio.grande.sul;teutonia:municipal:emenda.lei.organica,7,,leg
2274,br;rio.grande.sul;teutonia:municipal:lei,636,,leg
2275,br;rio.grande.sul;teutonia:municipal:lei.complementar,1,,leg
2276,br;rio.grande.sul;teutonia:municipal:lei.organica,1,,leg
2277,br;rio.grande.sul;tio.hugo:municipal:decreto,60,,leg
2278,br;rio.grande.sul;tio.hugo:municipal:decreto.legislativo,16,,leg
2279,br;rio.grande.sul;tio.hugo:municipal:lei,159,,leg
2280,br;rio.grande.sul;tiradentes.sul:municipal:decreto.legislativo,1,,leg
2281,br;rio.grande.sul;tiradentes.sul:municipal:lei,177,,leg
2282,br;rio.grande.sul;tiradentes.sul:municipal:lei.complementar,1,,leg
